name,dimensions,filename,product_url,ikea_site,glb_url
"KIVIK 3-seat sofa, Tresund anthracite Finland","{""width"": ""228 cm"", ""depth"": ""95 cm"", ""height"": ""83 cm"", ""seat_width"": ""180 cm"", ""seat_depth"": ""60 cm"", ""seat_height"": ""45 cm""}","downloaded-files\sofas\01 - KIVIK 3-seat sofa, Tresund anthracite Finland.glb",https://www.ikea.com/fi/en/p/kivik-3-seat-sofa-tresund-anthracite-s09482829/,IKEA Finland English site (ikea.com/fi/en),https://web-api.ikea.com/dimma/assets/geomagical/09482829/PS01_S01_NV_01/simple/glb_draco/663aa75c8b414e39b5cd9c9b5a241c35-G-09482829-d08dd4a25d188387c4ea1c4a6e650fe454f2cf3d-simple+draco.glb?cn=pip
