index,name,color,dimensions,filename,product_url,glb_url,category
1,STOCKHOLM 2025 Pendant lamp - glass/brass-plated 54 cm,yellow,"{""width"": ""53 cm"", ""height"": ""50 cm""}",downloaded-files/燈具/fi-lamps/01 - STOCKHOLM 2025 Pendant lamp - glassbrass-plated 54 cm.glb,https://www.ikea.com/fi/en/p/stockholm-2025-pendant-lamp-glass-brass-plated-90585950/,https://web-api.ikea.com/dimma/assets/1.2/90585950/PS01_S01_NV01/rqp1/glb/53220162cb46bc66fc09087fa56afc74-90585950_PS01_S01_NV01_RQP1_4.0.glb?cn=pip,fi-lamps
2,SOLKLINT Ceiling lamp - brass/grey clear glass 27 cm,"grey, yellow, white","{""width"": ""29 cm"", ""height"": ""20 cm""}",downloaded-files/燈具/fi-lamps/02 - SOLKLINT Ceiling lamp - brassgrey clear glass 27 cm.glb,https://www.ikea.com/fi/en/p/solklint-ceiling-lamp-brass-grey-clear-glass-40472031/,https://web-api.ikea.com/dimma/assets/1.2/40472031/PS01_S01_NV01/rqp1/glb/3e1dbf19366c4048ae67ac06abb11e02-40472031_PS01_S01_NV01_RQP1_3.0.glb?cn=pip,fi-lamps
3,"SIMRISHAMN Pendant lamp, 3-armed - chrome-plated/opal white glass 55 cm","grey, white","{""width"": ""37 cm"", ""height"": ""55 cm""}","downloaded-files/燈具/fi-lamps/03 - SIMRISHAMN Pendant lamp, 3-armed - chrome-platedopal white glass 55 cm.glb",https://www.ikea.com/fi/en/p/simrishamn-pendant-lamp-3-armed-chrome-plated-opal-white-glass-80407835/,https://web-api.ikea.com/dimma/assets/1.2/80407835/PS01_S01_NV01/iqp1/glb/f72f3f7d50bf4a538180993c0182fcef-80407835_PS01_S01_NV01_iqp1_v1.4.11.glb?cn=pip,fi-lamps
4,FYRTIOFYRA Pendant lamp - chrome effect/white 38 cm,"grey, white","{""width"": ""38 cm"", ""height"": ""19 cm""}",downloaded-files/燈具/fi-lamps/04 - FYRTIOFYRA Pendant lamp - chrome effectwhite 38 cm.glb,https://www.ikea.com/fi/en/p/fyrtiofyra-pendant-lamp-chrome-effect-white-70510885/,https://web-api.ikea.com/dimma/assets/1.2/70510885/PS01_S01_NV01/rqp1/glb/0309f82eb17643b78ab9aa9ba69d51de-70510885_PS01_S01_NV01_RQP1_3.0.glb?cn=pip,fi-lamps
5,HÖGVIND Table lamp - nickel-plated/grey glass,grey,"{""width"": ""23 cm"", ""height"": ""25 cm""}",downloaded-files/燈具/fi-lamps/05 - HÖGVIND Table lamp - nickel-platedgrey glass.glb,https://www.ikea.com/fi/en/p/hoegvind-table-lamp-nickel-plated-grey-glass-70568211/,https://web-api.ikea.com/dimma/assets/1.2/70568211/LPT_S01_NV01/rqp1/glb/d5decb2c5ba59b1ed38a15fb4e5136c5-70568211_LPT_S01_NV01_RQP1_4.0.glb?cn=pip,fi-lamps
6,SINNERLIG Floor lamp - bamboo/handmade,beige,"{""width"": ""29 cm"", ""height"": ""127 cm""}",downloaded-files/燈具/fi-lamps/06 - SINNERLIG Floor lamp - bamboohandmade.glb,https://www.ikea.com/fi/en/p/sinnerlig-floor-lamp-bamboo-handmade-30501213/,https://web-api.ikea.com/dimma/assets/geomagical/30501213/PS01_S01_NV_01/simple/glb/657b9e1eb613c46899fd44c6e0086f13-G-30501213-7d0eae0eb1f7a32dbff3038c06bfde11d77645c8-simple.glb?cn=pip,fi-lamps
