index,name,color,dimensions,filename,product_url,glb_url,category
1,AGAM Junior chair - black,black,"{""width"": ""41 cm"", ""depth"": ""43 cm"", ""height"": ""79 cm"", ""seat_width"": ""28 cm"", ""seat_depth"": ""29 cm"", ""seat_height"": ""52 cm""}",downloaded-files/兒童家具/fi-childrens-furniture/01 - AGAM Junior chair - black.glb,https://www.ikea.com/fi/en/p/agam-junior-chair-black-70253541/,https://web-api.ikea.com/dimma/assets/1.2/70253541/PS01_S01_NV01/iqp1/glb/c3b427f09ebe4fafb3d70426c7aa1727-70253541_PS01_S01_NV01_IQP1_2.0.glb?cn=pip,fi-childrens-furniture
2,AGAM Junior chair - white,white,"{""width"": ""41 cm"", ""depth"": ""43 cm"", ""height"": ""79 cm"", ""seat_width"": ""28 cm"", ""seat_depth"": ""29 cm"", ""seat_height"": ""52 cm""}",downloaded-files/兒童家具/fi-childrens-furniture/02 - AGAM Junior chair - white.glb,https://www.ikea.com/fi/en/p/agam-junior-chair-white-90253535/,https://web-api.ikea.com/dimma/assets/1.2/90253535/PS01_S01_NV01/iqp1/glb/d0d18919d25347dd831a074dde1929d5-90253535_PS01_S01_NV01_IQP1_2.0.glb?cn=pip,fi-childrens-furniture
3,AGAM Junior chair - light beige-yellow,yellow,"{""width"": ""41 cm"", ""depth"": ""43 cm"", ""height"": ""79 cm"", ""seat_width"": ""28 cm"", ""seat_depth"": ""29 cm"", ""seat_height"": ""52 cm""}",downloaded-files/兒童家具/fi-childrens-furniture/03 - AGAM Junior chair - light beige-yellow.glb,https://www.ikea.com/fi/en/p/agam-junior-chair-light-beige-yellow-60601367/,https://web-api.ikea.com/dimma/assets/1.2/60601367/PS01_S01_NV01/rqp1/glb/525eed0e62eb31c16301dcc12a9db1fe-60601367_PS01_S01_NV01_RQP1_4.0.glb?cn=pip,fi-childrens-furniture
